AssignmentStatus,Input.document,Input.case,Answer.answer,Answer.case
Approved,"<p>THE play is set mainly in the little town of River City, Iowa, in 1912, but the opening scene is on a moving train in which the dialogue of travelling salesmen and the musical background beautifully simulate the bouncy rhythm of the jogging train.</p>",125,"While most of the production takes place in 1912 River City, Iowa, the first scene features traveling salesmen on a train. The dialogue and the  musical soundtrack brilliantly evoke the rhythm of a train as it jostles down the track.",125
Approved,"<p>When Burnett moved in, the ivy on the walls was so overgrown that she couldn’t find the door to the garden. Finally, like Mary in The Secret Garden, a robin sitting on a nearby branch showed her where it was.</p>",126,"The ivy on the walls had grown so much that when Burnet moved in she couldn't find the door to the garden. After some time , like Mary in The Secret Garden , a robin sitting on a branch close by showed her where the door was.",126
Approved,"<p>When Burnett moved in, the ivy on the walls was so overgrown that she couldn’t find the door to the garden. Finally, like Mary in The Secret Garden, a robin sitting on a nearby branch showed her where it was.</p>",126,The ivy on the walls was so overgrown that Burnett couldn't find the door to the garden when she first moved in. Like Mary in the Secret Garden a robin sitting on a branch guided her to the door.,126
Approved,"<p>First published in 1911, The Secret Garden, by Frances Hodgson Burnett, is a children's novel and has since been adapted into several television and movie versions, as well as a musical and an anime series.</p>",127,"To start with distributed in 1911,The Secret Garden,by Frances Hodgson Burnett,is a youngster's novel and has since been adjusted into few TV and motion picture renditions and in addition to a melodic and an anime arrangement.",127
Approved,"<p>First published in 1911, The Secret Garden, by Frances Hodgson Burnett, is a children's novel and has since been adapted into several television and movie versions, as well as a musical and an anime series.</p>",127,"The Secret Garden by Frances Hodgson Burnett, originally published in 1911, is a children's book that has been reenacted in many movies, musicals, television versions, and anime series.",127
Approved,"<p>The 1993 remake of The Secret Garden is a rendition of the classic Frances Hodgon Burnett novel about a young girl (Kate Maberly) who discovers an abandoned garden on her uncle's large Victorian country estate, as well as an invalid cousin she didn't realize she had.</p>",128,"Kate Maberly starred in the 1993 version of the movie based on Frances Hodgson Burnett's Secret Garden. Maberley plays a pre-teen who uncovers a forgotten, previously cultivated area of her Uncle's extensive Country Pile which she explores with the help of her disabled cousin, who she has recently met for the first time.",128
Approved,"<p>The 1993 remake of The Secret Garden is a rendition of the classic Frances Hodgon Burnett novel about a young girl (Kate Maberly) who discovers an abandoned garden on her uncle's large Victorian country estate, as well as an invalid cousin she didn't realize she had.</p>",128,"In 1993, the classic Frances Hodgon Burnett novel, The Secret Garden was remade about an adolescent girl (Kate Maberly) that finds a forsaken garden hidden in her uncle's sprawling Victorian in the backroads, and the discovery of an invalid cousin she had never known.",128
Approved,"<p>Map Vector for The United States, a country on the north american continent, sandwiched between Canada to the north, and Mexico to the south. Use this map vector for the United States to spice up your next project!</p>",129,"Vector plan of America, a country in between Canada (above it) and Mexico (under it). Use this vector plan for the U.S to jazz up your future activity!",129
Approved,"<p>Map Vector for The United States, a country on the north american continent, sandwiched between Canada to the north, and Mexico to the south. Use this map vector for the United States to spice up your next project!</p>",129,"To spice up your next project use this map vector for the United States, a country on the North American Continent, sandwiched between Canada to the north, and Mexico to the south.",129
Approved,"<p>Use our interactive maps to learn where immigrant populations are concentrated in the United States by country or region of birth, or explore settlement patterns and concentration of various immigrant populations in the United States in 2010 and 2000 with static maps.</p>",130,click on our map button to find out the immigration numbers are of a certain region on the map. Logistical information will be given as to the statistics of immigration numbers in the given area. This info was made possible by the most recent surveys by the census bureau.,130
Approved,"<p>Use our interactive maps to learn where immigrant populations are concentrated in the United States by country or region of birth, or explore settlement patterns and concentration of various immigrant populations in the United States in 2010 and 2000 with static maps.</p>",130,"Take a glance at our interacting maps to get idea where the immigrant are largely located in the US by the region of birth, or discover the habitat patterns and concentration of different immigrants in the US in 2010 and 2000 with non-dynamic maps.",130
Approved,<p>The National Oceanic and Atmospheric Administration's thermal springs map displays the location and temperature of thermal springs throughout the U.S. The National Oceanic and Atmospheric Administration's thermal springs map displays the location and temperature of thermal springs throughout the U.S.</p>,131,"The location and temperature of thermal springs through the U.S is displayed by the National Oceanic and Atmospheric Administration's thermal sprints map. These maps not only display the location of thermal springs in the U.S, but also display the temperature of thermal springs.",131
Approved,<p>The National Oceanic and Atmospheric Administration's thermal springs map displays the location and temperature of thermal springs throughout the U.S. The National Oceanic and Atmospheric Administration's thermal springs map displays the location and temperature of thermal springs throughout the U.S.</p>,131,The location and temperature of all thermal springs in U.S. are displayed through The National Oceanic and Atmospheric Administration's thermal springs map. The National Oceanic and Atmospheric Administration's map of thermal springs shows location and temperature of thermal springs across the U.S.,131
Approved,"<p>Powerwall charges with energy produced by solar panels, making that energy available when needed, day or night. Powerwall also enables your solar panels to produce energy during grid outages.</p>",132,"The powerwall can be accessed day or night to produce energy through solar panels, which also produces energy throughout a grid outage.",132
Approved,"<p>Powerwall charges with energy produced by solar panels, making that energy available when needed, day or night. Powerwall also enables your solar panels to produce energy during grid outages.</p>",132,"Powerwall accuses of vitality delivered by sunlight solar panels, making that vitality accessible when required, day or night. Powerwall likewise empowers your solar panels to create vitality amid matrix blackout.",132
Approved,<p>Scott and Julie Brusaw are working to replace more asphalt with solar cells—and possibly link the panels up with driverless cars.</p>,133,Scott and Julie have replaced their driveways with an eco friendly paneling solution- The applications in installing the solar panels is that it could help juice up their automated vehicles.,133
Approved,<p>Scott and Julie Brusaw are working to replace more asphalt with solar cells—and possibly link the panels up with driverless cars.</p>,133,Scott and Julie Brusaw work to replace asphalt with solar cells-and link panels with driverless cars.,133
Approved,"<p>Take control of your electricity costs with Sunrun home solar panels. Finding a cost effective way to go solar can be hard. But when you go solar with Sunrun, things can get so much easier.</p>",134,Electricity costs just keep rising.  And converting to solar panels can be expensive.  But Sunrun makes it easy and cost effecting to take charge of your electricity costs by going solar.,134
Approved,"<p>Take control of your electricity costs with Sunrun home solar panels. Finding a cost effective way to go solar can be hard. But when you go solar with Sunrun, things can get so much easier.</p>",134,"It can be difficult to find a way to get into solar energy, but Sunrun solar panels make it much less challenging.",134
Approved,"<p>Alexian Brothers Hospital Network provides healthcare services. The Company offers hospital, medical, and other health services to subscribers and members.</p>",135,"Alexian Brothers Hospital Network provides hospital, medical, and other health services to its members and subscribers.",135
Approved,"<p>Alexian Brothers Hospital Network provides healthcare services. The Company offers hospital, medical, and other health services to subscribers and members.</p>",135,The medical services provided by the Alexian Brothers Hospital Network are provided to its members and subscribers.,135
Approved,<p>The priests and monastics affiliated with the Alexian Brothers have a reputation for nursing the ill that dates back to the fourteenth century when the order cared for those who suffered from the bubonic plague in Europe.</p>,136,Since the fourteenth century the priests and monastics of the Alexian Brothers have been nursing the sick. They started to help the ill back with the bubonic plague was overcoming Europe.,136
Approved,<p>The priests and monastics affiliated with the Alexian Brothers have a reputation for nursing the ill that dates back to the fourteenth century when the order cared for those who suffered from the bubonic plague in Europe.</p>,136,The order of priests and monks known as the Alexian Brothers have been caring for the sick and dying for seven centuries. The first gained their reputation for nursing when the bubonic plague struck Europe in the 1300's.,136
Approved,"<p>On a pedestal around a corner leading to the chapel at St. Alexius Hospital sits a statue with unusual significance. The statue, adorned with cut flowers, dates from 1949.</p>",137,"There's a statue erected in 1949, that's very significant, around the corner from the chapel at St. Alexius Hospital. It's set on a pedestal and decorated with cut flowers.",137
Approved,"<p>On a pedestal around a corner leading to the chapel at St. Alexius Hospital sits a statue with unusual significance. The statue, adorned with cut flowers, dates from 1949.</p>",137,Around the corner leading to the St. Alexus Hospital chapel sits an statue with unusual significance. It dates from 1949 and is adorned with cut flowers.,137
Approved,"<p>Index annuities were created in 1996, when investors were shifting their attention from bond-based investments like fixed annuities to stock-based investments, including mutual funds and variable annuities.</p>",138,"In 1996 investors were shifting their attention to stock based investments, such as mutual funds and variable annuities. Previously they focused on bond-based investments, like fixed annuities.  This is when index annuities were created.",138
Approved,"<p>Index annuities were created in 1996, when investors were shifting their attention from bond-based investments like fixed annuities to stock-based investments, including mutual funds and variable annuities.</p>",138,"In 1996, investors were loosing focus on bond-based investments like fixed annuities and moving to stock-based investments including variable annuities and mutual funds.  Due to this shift, index annuities were created.",138
Approved,"<p>A fixed-indexed annuity gives you the opportunity to earn interest at an interest rate that is determined according to a formula based, in part, on the change of a referenced index.</p>",139,"An annuity which is fixed-indexed is providing the chance to get interest income at a rate which is based on a formula, partly, changing with a referenced index.",139
Approved,"<p>A fixed-indexed annuity gives you the opportunity to earn interest at an interest rate that is determined according to a formula based, in part, on the change of a referenced index.</p>",139,Through fixed-indexed annuity one is able to gain interest rates in relation to formula based.,139
Approved,"<p>A “floor” in any fixed index-based financial product is the absolute maximum you will lose in the event of a significant drop in the index. In a fixed-indexed annuity, this floor is referred to as a guaranteed minimum interest rate, which is usually an annual interest rate set at 0% to 3%.</p>",140,"Index-based financial products offer a ""floor"".  This is a safety net against losses, offering a maximum amount that can be lost if the index falls.  A floor is also found in fixed-indexed annuities.  In this case, it's a minimum interest rate that is guaranteed.  Generally, that minimum is between 0% and 3%.",140
Approved,"<p>A “floor” in any fixed index-based financial product is the absolute maximum you will lose in the event of a significant drop in the index. In a fixed-indexed annuity, this floor is referred to as a guaranteed minimum interest rate, which is usually an annual interest rate set at 0% to 3%.</p>",140,"In a fixed index-based financial product, the ""floor"" is the absolute maximum you will lose if there's a significant drop in the index.  In a fixed-indexed annuity, the floor is referred to as a guaranteed minimum interested rate - usually a rate set at 0% to 3%.",140
Approved,<p>Wilson Base/Center Whip Antennas and Replacement Parts at RoadTrucker offers a line of rugged CB radio antennas and accessories that provide superior power and versatile communication.</p>,141,"If you are looking for hard-wearing radio antennas for CB setups, or other related accessories, you can find such high powered and flexible products at RoadTrucker, coming from Wilson Base/ Center Whip Antennas and Replacment Parts.",141
Approved,<p>Wilson Base/Center Whip Antennas and Replacement Parts at RoadTrucker offers a line of rugged CB radio antennas and accessories that provide superior power and versatile communication.</p>,141,"If you're looking for CB radio antennas and equipment that have the most power and best all around communication, look no further than Wilson Base/Center Whip Antennas and Replacement Parts at RoadTrucker.",141
Approved,"<p>I have a Cobra 200 GTL DX with a roof mounted Wilson 1000. Today, while doing other work in the van, I noticed I had crimped the antenna cable and pronged the PL259 across my meter to check it out.</p>",142,"Mounted to my roof I have a Wilson 1000 paired with a Cobra 200 GTL DX. While doing other work in the van, I noticed my antenna cable was crimped. To check it out I prolonged the PL259 across my meter.",142
Approved,"<p>I have a Cobra 200 GTL DX with a roof mounted Wilson 1000. Today, while doing other work in the van, I noticed I had crimped the antenna cable and pronged the PL259 across my meter to check it out.</p>",142,"I have a roof mounted Wilson 1000 and a Cobra 200 GTL DX. While i was working today in the van, I saw that the antenna cable was crimped. I pronged the PL259 across the meter to see what was wrong.",142
Approved,"<p>I picked up a nice condition Uniden PC68XL at a local flea market for a whopping $5 :-) Now, I'd like to pair that with one of the Wilson antennas for when we take family trips etc.</p>",143,"I found a Uniden PC68XL in great condition at a flea market for $5! Now, I want to find some Wilson antennas to go with it for when we go on family trips.",143
Approved,"<p>I picked up a nice condition Uniden PC68XL at a local flea market for a whopping $5 :-) Now, I'd like to pair that with one of the Wilson antennas for when we take family trips etc.</p>",143,"I got my hands on a Uniden PC68XL at the local flea market. It was in good condition, and only cost $5.00! :) I can use that, along with the Wilson antennas, when we make our family trips.",143
Approved,<p>Welcome to Flaming Ball Designs! Price changes depending on the design. A ball with shooting flames design start at just $19.95 each. Or lower the price to $17.95 each when you get a name design with it.</p>,144,"Glad you made it to Flaming Ball Designs!  We offer a range of prices, depending on your choices of the design.  Our product of a ball with a design of shooting flames starts at just 19.95 each.  Or, you have the option of adding a name design to it and the price drops to 17.95 each.",144
Approved,<p>Welcome to Flaming Ball Designs! Price changes depending on the design. A ball with shooting flames design start at just $19.95 each. Or lower the price to $17.95 each when you get a name design with it.</p>,144,Greetings from Flaming Ball Designs! cost changes depending on the design. A ball with firing flames model start at $19.95 each. In other words lower price to $17.95 each when you get a name model with it.,144
Approved,"<p>If you have access to Solidworks or a similar program and a digital photo of your flames or an artwork file, it is a simple matter to insert your artwork or photo into a sketch using the Sketch Picture function.</p>",145,"Using an image of flames and a CAD design program, you can insert your image into a sketch with the Sketch Picture command.",145
Approved,"<p>If you have access to Solidworks or a similar program and a digital photo of your flames or an artwork file, it is a simple matter to insert your artwork or photo into a sketch using the Sketch Picture function.</p>",145,"Solidworks, as well as similar applications, can take a digital picture of flames and turn it into a sketch using the Sketch Picture function with little difficulty.",145
Approved,<p>I draw and make my own flames. Dr. Torch’s flamed decals are the highest quality decals out there. Others copy my flame designs. Mine are color blended and outlined.</p>,146,Dr. Torch's creates one of a kind flame decals. The designs are color blended and outlined.,146
Approved,<p>I draw and make my own flames. Dr. Torch’s flamed decals are the highest quality decals out there. Others copy my flame designs. Mine are color blended and outlined.</p>,146,"The decals by Dr. Torch's is by far the best and highest quality decals available. The flames are made and drawn by me, unlike others who copy my flame designs. My flames are with outlines and of a blend of colors.",146
Approved,"<p>Your dog can come into her first heat any time between 6 and 24 months. According to Webvet.com, small dogs come into heat sooner than larger breeds.</p>",147,A dog can go into heat any time between 6 and 24 months. According to webvet.com its typical for smaller dogs to come into heat sooner than large breeds.,147
Approved,"<p>Your dog can come into her first heat any time between 6 and 24 months. According to Webvet.com, small dogs come into heat sooner than larger breeds.</p>",147,From 6 to 24 months old your dog can come into heat at anytime. Small dogs can come into heat sooner than larger dogs according to Webvet.com.,147
Approved,<p>Increased Body Temperature and Heat Stroke in Dogs. Hyperthermia is an elevation in body temperature that is above the generally accepted normal range.</p>,148,"The elevated and expanded body thermal reading or degree of body heat and Heat Stroke or overheating in Dogs.When the body temperature of dogs increases and rises above the typical dimension, hyperthermia occurs.",148
Approved,<p>Increased Body Temperature and Heat Stroke in Dogs. Hyperthermia is an elevation in body temperature that is above the generally accepted normal range.</p>,148,Hyperthermia can cause increased body temperature and heat stroke in dogs. I is caused by an increase in body temperate that rises above the normal range.,148
Approved,"<p>Dog fur is great protection against the cold but can be a problem in hot weather. This is because, unlike humans, dogs eliminate heat by panting. (Dogs have some sweat glands in the footpads which help with heat dissipation, but only minimally.)</p>",149,Dog fur is great for keeping them warm against the cold but it may be a problem in hot weather. Because dogs don't sweat like humans and reduce heat from panting. (They do have some sweat glands in footpads but they only help minimally in heat reduction),149
Approved,"<p>Dog fur is great protection against the cold but can be a problem in hot weather. This is because, unlike humans, dogs eliminate heat by panting. (Dogs have some sweat glands in the footpads which help with heat dissipation, but only minimally.)</p>",149,"Although a dog's fur is great protection against the cold weather, it can be a problem in the hot weather. Unlike humans, dogs can only eliminate heat by panting repeatedly and through  some sweat glands in their foot pads, but not much.",149
Approved,<p>Many different hoof problems can occur in horses. Having a good working relationship with a farrier and veterinarian is essential to solving and preventing some of these problems.</p>,150,Various kinds of problems may occur in hoof of horses. To solve and prevent these problems it is a must to have a farrier and veterinarian with whom a good working relationship exists.,150
Approved,<p>Many different hoof problems can occur in horses. Having a good working relationship with a farrier and veterinarian is essential to solving and preventing some of these problems.</p>,150,A lot of hoof problems can happen in horses. Having a decent working relationship with a veterinarian and a farrier is necessary to solve and prevent some of these problems.,150
Approved,"<p>This version of How to Trim Horse Hooves was reviewed by Pippa Elliott, MRCVS on March 20, 2017. Trimming your horse's hooves is a great way to connect with your horse and help keep them healthy. Trimming the hooves of a horse can be simple in theory but it may require practice and many short trimming sessions before you become comfortable doing so.</p>",151,The publication of How to Trim Horse Hooves is reviewed Mr. Elliot in the spring of 2017. The processes of trimming one of these animals hooves is an amazing bonding experience and benefits their livelihood. The process is easy but does require some due diligence in order to get the proper techniques down.,151
Approved,"<p>This version of How to Trim Horse Hooves was reviewed by Pippa Elliott, MRCVS on March 20, 2017. Trimming your horse's hooves is a great way to connect with your horse and help keep them healthy. Trimming the hooves of a horse can be simple in theory but it may require practice and many short trimming sessions before you become comfortable doing so.</p>",151,"Pippa Elliot, member of the RCVS adapted this rendition of How to Trim Horse Hooves on the twentieth of March in 2017. It is recommended that you trim your horse's hooves for their prolonged health and for you to retain a close relationship. This can become an easy task after some practice.",151
Approved,"<p>I do worry that synthetic shoes will become just another thing that people leave on horses’ feet 365 days a year. Healthier than steel, perhaps, but still degrading the foot with their constant presence.</p>",152,"I am scared that horses will have to wear synthetic shoes every day, and it becoming a permanent thing. Synthetic shoes are better for the horses than steel. Regardless they can be constricting to the horse.",152
Approved,"<p>I do worry that synthetic shoes will become just another thing that people leave on horses’ feet 365 days a year. Healthier than steel, perhaps, but still degrading the foot with their constant presence.</p>",152,"Though they are healthier than steel, I do worry that synthetic shoes will become another thing that people leave on horses' feet 365 days a year, and still degrading the foot with their constant presence.",152
Approved,"<p>AvPMUD is an action-packed PK-based LexiMUD, that is now in it's 10th year of operation. We offer players a very large and completely unique universe, that immerses you in the experience of being the cunning Predator, the swift Alien or the heavily armed marines.</p>",153,"Action-packed AvPMUD, a PK-based LexiMUD, has been around for 10 years!  With us, our players are offered a unique experience that makes you feel a part of the game.  You can decide to be the cunning Predator, the swift Alien, or the marine that is also heavily armed.",153
Approved,"<p>AvPMUD is an action-packed PK-based LexiMUD, that is now in it's 10th year of operation. We offer players a very large and completely unique universe, that immerses you in the experience of being the cunning Predator, the swift Alien or the heavily armed marines.</p>",153,"If you are looking for a LexiMUD then you should take a look at avPMUD. It is an action-packed LexiMUD which has been running for 10 years. It is completely unique and immerses you in a world of Predator's, Alien's and soldiers.",153
Approved,<p>Aviation Partners is a small London-based partnership which designs for print and internet. Font creation started as a supporting service but has now become a significant activity in its own right.</p>,154,Aviation Partners handles all manner of design for both traditional print and web-based media.  Font design for our creative work has increasingly become a significant business activity for us as well.,154
Approved,<p>Aviation Partners is a small London-based partnership which designs for print and internet. Font creation started as a supporting service but has now become a significant activity in its own right.</p>,154,Aviation Partner is a growing partnership based out of London which creates designs for websites and print.  Font creation has grown into a major activity by itself after starting as a supporting service.,154
Approved,"<p>The AVP gene provides instructions for making a hormone called vasopressin or antidiuretic hormone (ADH). ADH starts out as a larger molecule called a preprohormone, which is cut (cleaved) and modified to produce the active hormone and several related proteins.</p>",155,"Vasopressin or antidluretic hormone (ADH) can be further investigated and understood through the AVP gene. The ADH begins as a large molecule called preprohormone, which is then cut and adjusted to produce the active hormone and other related proteins.",155
Approved,"<p>The AVP gene provides instructions for making a hormone called vasopressin or antidiuretic hormone (ADH). ADH starts out as a larger molecule called a preprohormone, which is cut (cleaved) and modified to produce the active hormone and several related proteins.</p>",155,"The blueprints for the hormone vasopressin, also known as antidiuretic hormone (ADH), are encoded on the AVP gene. The ADH molecule starts out in a larger form called preprohormone. It becomes active after it is trimmed and changed. This process also produces several related proteins.",155
Approved,"<p>To help ease your trip, Discovery Channel Store features a close location to available parking.</p>",156,The Discovery Channel Store has made an effort to lessen the stress of traveling by placing their location  where parking is widely available.,156
Approved,"<p>To help ease your trip, Discovery Channel Store features a close location to available parking.</p>",156,"For your convenience , Discovery Channel Store has a location close by with available parking.",156
Approved,"<p>You are able to check the balance on your own Discovery Channel Store Gift Card using the choices presented below. Before you decide to look at your card balance, make sure you have your own card number readily available.</p>",157,You can check your Discovery Channel Store Gift Card's balance with the following options. You will need to have your card number to do so.,157
Approved,"<p>You are able to check the balance on your own Discovery Channel Store Gift Card using the choices presented below. Before you decide to look at your card balance, make sure you have your own card number readily available.</p>",157,If you would like to know the remaining balance of your Discovery Channel Store Gift Card you can use the following options. Prior to checking the balance please ensure you have the proper number for the card.,157
Approved,"<p>This is an actual Mike bike jersey as used by the 2007 Discovery Channel Pro Cycling team in actual competitions. A top-of-the-line professional jersey , it’s made of Nike’s Dri-Fit fabric which breathes, keeping moisture from your skin when riding and keeps you drier.</p>",158,Here we have a Mike bike jersey similar to those used in competition by the 2007 Discovery Channel Professional Cycling team. This premium jersey is made of Nike's breathable and moisture-wicking Dri-Fit material.,158
Approved,"<p>This is an actual Mike bike jersey as used by the 2007 Discovery Channel Pro Cycling team in actual competitions. A top-of-the-line professional jersey , it’s made of Nike’s Dri-Fit fabric which breathes, keeping moisture from your skin when riding and keeps you drier.</p>",158,This Mike bike jersey was used by the Discovery Channel Pro cycling team in completions during the 2007 season.  Made from Nike's Dri-Fit fabric it is a top-of-the-line professional jersey that breathes and wicks moisture away from your skin to keep you dry while riding.,158
Approved,"<p>An elected civilian—the president of the United States of America—would lead the federal government, enforcing the laws of the land and acting as commander-in-chief of the armed forces, heading a governmental structure that has remained in place for more than 200 years.</p>",159,"The president of the United States of America, a person that is elected-would lead the federal government, enforce laws of the land and act as a commander-in-chief of the military forces, over a governmental structure that has been in place for more than 200 years.",159
Approved,"<p>An elected civilian—the president of the United States of America—would lead the federal government, enforcing the laws of the land and acting as commander-in-chief of the armed forces, heading a governmental structure that has remained in place for more than 200 years.</p>",159,The President of the US is an elected civilian that becomes responsible for leading the federal government and enforcing the laws of the land. He also serves as commander in chief of the armed forces.,159
Approved,"<p>The President of the United States has specific responsibilities laid out by the U.S. Constitution. In the age of television monitoring, however, the media tends to overemphasize the self-imposed presidential duties carried out in Washington, D.C., and elsewhere.</p>",160,"US Constitution has underlined specific responsibilities to be undertook by the President . However , the era of TV monitoring , the media tends to exaggerate the self-imposed presidential duties carried out in Washington D.C. and everywhere else.",160
Approved,"<p>The President of the United States has specific responsibilities laid out by the U.S. Constitution. In the age of television monitoring, however, the media tends to overemphasize the self-imposed presidential duties carried out in Washington, D.C., and elsewhere.</p>",160,"U.S. Constitution has accorded specific responsibilities for the president of United States. In the age of media highlight, by whatsoever means press lean towards the over-focus and self-carried in Washington D.C. and anywhere.",160
Approved,<p>Fourteen of the former vice presidents became president of the United States—more than half of them after a president had died. One defeated the sitting president with whom he served.</p>,161,Fourteen of the United States presidents have were Vice Presidents first.  Usually they inherited the position after the president they served died.  Only one was elected while running against the sitting president while still serving him.,161
Approved,<p>Fourteen of the former vice presidents became president of the United States—more than half of them after a president had died. One defeated the sitting president with whom he served.</p>,161,Fourteen former vice presidents have become president of the United States. More than half of them after the incumbent died . One even defeated the sitting president which he served.,161
Approved,<p>Iron Backpacks deals with portable storage and item manipulation through tiered backpacks and a system of modular upgrades.</p>,162,"Backpacks made be Iron Backpacks take care of your storage needs by offering multiple layers of storage, with additional add-ons available.",162
Approved,<p>Iron Backpacks deals with portable storage and item manipulation through tiered backpacks and a system of modular upgrades.</p>,162,"At Iron Backpacks we use item manipulation, multiple tiered backpacks as well as modular upgrades to deal with all portable storage issues.",162
Approved,"<p>Get the necessary equipment together. As the iron can get hot, you want to have all your materials assembled before you begin ironing. You do not want to be fumbling with a hot iron while trying to grab something, so have everything ready before turning the iron on.</p>",163,"First, you should assemble all the tools you need before you switch on your iron. It's important that everything is to hand to ensure that you do not accidentally burn yourself while reaching for an item.",163
Approved,"<p>Get the necessary equipment together. As the iron can get hot, you want to have all your materials assembled before you begin ironing. You do not want to be fumbling with a hot iron while trying to grab something, so have everything ready before turning the iron on.</p>",163,"Get everything you need, and then turn on the iron. Once the iron is on wait until it is hot. Make sure you have everything in reach that you need. It will be difficult for you to go looking for things once the iron is on and hot.",163
Approved,"<p>With its first album of new material in over four years, Iron & Wine is proud to announce the new album, Beast Epic. Of the album, Sam Beam states “I have been and always will be fascinated by the way… Read more »</p>",164,"Iron & Wine proudly announces their new album, Beast Epic.  This is their first album of new material in over four years.  Sam Beam says ""I have been and always will be fascinated by the way...",164
Approved,"<p>With its first album of new material in over four years, Iron & Wine is proud to announce the new album, Beast Epic. Of the album, Sam Beam states “I have been and always will be fascinated by the way… Read more »</p>",164,"Iron & Wine has its first album of new material in over four years, and is proud to announce the new album, Beast Epic.  ""I have been and always will be fascinated by the way..."" states Sam Beam of the album.",164
Approved,"<p>The USS Yorktown at Patriots Point Charleston, SC is the Flagship of the Naval and Maritime Museum opened to the public in January 1976 and the Yorktown Served as the first ship of the Naval & Maritime Museum.</p>",165,"The Flagship of the Naval and Maritime Museum, the USS Yorktown, at Patriots Point Charleston, SC opened to the public in January of 1976. The Yorktown was the first ship of the museum.",165
Approved,"<p>The USS Yorktown at Patriots Point Charleston, SC is the Flagship of the Naval and Maritime Museum opened to the public in January 1976 and the Yorktown Served as the first ship of the Naval & Maritime Museum.</p>",165,"The Naval and Maritime Museum located at Patriots Point, Charleston, SC opened to the public in January 1976.  The USS Yorktown was the first ship present and is the flagship of the museum.",165
Approved,"<p>I went on vacation last week down in Charleston for Thanksgiving, and since I was on my own for a few days before the rest of my family showed up, I decided to go check out the museum ships at Patriot's Point.</p>",166,"I went down to Charleston about a week ago on Thanksgiving holiday. My family hadn't shown up yet, so on one of the days I decided to go check out the museum ships at Patriot's Point.",166
Approved,"<p>I went on vacation last week down in Charleston for Thanksgiving, and since I was on my own for a few days before the rest of my family showed up, I decided to go check out the museum ships at Patriot's Point.</p>",166,Last week down in Charleston for Thanksgiving I went on vacation.  I went to check out the museum ships at Patriot's Point since I was on my own for a few days before the rest of my family showed up.,166
Approved,"<p>Dinner on the USS Yorktown. Known as the “Fighting Lady” of World War II, this authentic air craft carrier offers a rare look into US Naval and Maritime History.</p>",167,"An opportunity to have dinner on the USS Yorktown and have a rare look into US Naval and Maritime history. This World War II era Authentic Air Craft Carrier is known as ""Fighting Lady"".",167
Approved,"<p>Dinner on the USS Yorktown. Known as the “Fighting Lady” of World War II, this authentic air craft carrier offers a rare look into US Naval and Maritime History.</p>",167,"USS Yorktown, known as the ""Fighting Lady"" of WWII, is an authentic air craft carrier and offers a rare look into US Naval and maritime history.",167
Approved,<p>Looking for a job where you can apply your talents to meaningful work? Do you like being surrounded and supported by people with a passion like yours?</p>,168,Having trouble finding a career? Want to apply your skills in a field you desire to have fun and be satisfied with? Be surroundied by like minded coworkers like yourself?,168
Approved,<p>Looking for a job where you can apply your talents to meaningful work? Do you like being surrounded and supported by people with a passion like yours?</p>,168,Is being surrounded and supported by like-minded colleagues something that appeals to you? Are you looking for a career that you can use your talents to provide work that makes a difference?,168
Approved,<p>Visit our job portal. You will find all current vacancies and job offers worldwide. We are looking forward to receive your online employment application.</p>,169,Visit our employment gateway.You will locate all present opening and occupation offers around the world.We are anticipating get your online work application.,169
Approved,<p>Visit our job portal. You will find all current vacancies and job offers worldwide. We are looking forward to receive your online employment application.</p>,169,Existing job vacancies and offers for the entire world will be available on our job portal.  We are excited to receive your application for employment online.,169
Approved,<p>Organizations that distribute information about employment opportunities to job seekers may request notices of full-time vacancies at our Station by completing and returning this Community Organization Notification Request Form to the contact listed.</p>,170,The station helps organizations match with employment opportunities. Community Organization Notification Request Forms are used to help find notifications of opened jobs.,170
Approved,<p>Organizations that distribute information about employment opportunities to job seekers may request notices of full-time vacancies at our Station by completing and returning this Community Organization Notification Request Form to the contact listed.</p>,170,"If your organization is in charge of connecting job seekers with employment opportunities, you can request notification about full-time vacancies at our Station by filling out and returning our Community Organization Notification Request Form to our contact, listed below.",170
Approved,"<p>Penguins are aquatic, flightless birds that are highly adapted to life in the water. Their distinct tuxedo-like appearance is called countershading, a form of camouflage that helps keep them safe in the water.</p>",171,"Adapted to live in the water, penguins are birds that cant fly, but have a unique black and white dapper patterning that is actually camouflage that shades them opposite where shadows would fall and keeps them hidden.",171
Approved,"<p>Penguins are aquatic, flightless birds that are highly adapted to life in the water. Their distinct tuxedo-like appearance is called countershading, a form of camouflage that helps keep them safe in the water.</p>",171,"Penguins have a unique look, where it looks as if they are wearing a tuxedo, this is known as countershading which is a cover up that will keep them from danger in their natural habitat.  They adjust to living and around water.",171
Approved,"<p>To celebrate World Penguin Day (which is today, April 25), here are a few fun facts about these adorable tuxedoed birds. All 17 species of penguins are found exclusively in the Southern Hemisphere.</p>",172,Here are a few fun facts to celebrate World Penguin Day which is today (April 25th). The Southern Hemisphere is the only place all 17 species of penguin can be found.,172
