AssignmentStatus,WorkTimeInSeconds,Input.document,Input.case,Answer.answer
Approved,168,"<p>In recognition of Pride Month, Mayor Dawn Zimmer and the City of Hoboken are pleased to announce the addition of the Academy Award-winning film The Adventures of Priscilla, Queen of the Desert, to the 2017 Movies Under the Stars lineup. </p>",68,"To celebrate Pride Month, an occasion to honor the LGBTQ community, the City and Mayor of Hoboken are adding the film ""The Adventures of Priscilla"" to the city's Movies Under the Stars lineup. This film is well known in the culture as well as winning an Academy Award."
Approved,27,<p>Living in #Hoboken I get that we have to deal with the helicopters but I really hate when they hover low for an extended period of time… </p>,69,You have to deal with helicopters a lot when you live in Hoboken. I'm used to it by now but it's still annoying.
Approved,122,<p>Living in #Hoboken I get that we have to deal with the helicopters but I really hate when they hover low for an extended period of time… </p>,69,I live in a place called #Hoboken. Its expected that we have to deal with helicopters. But non the less I'm very dissatisfied that they hover low for a long duration of time.
Approved,232,"<p>The Global Positioning System (GPS), originally Navstar GPS, is a space-based radionavigation system owned by the United States government and operated by the United States Air Force. </p>",70,Navstar GPS is owned by the United States government. It is a space-based radionavigational system that is operated by the United States Airforce.
Approved,99,"<p>The Global Positioning System (GPS), originally Navstar GPS, is a space-based radionavigation system owned by the United States government and operated by the United States Air Force. </p>",70,"GPS was initially known as Navstar GPS. It is a navigation system that is based on outerspace, and owned by the government of the United States."
Approved,112,<p>How to Use this Tutorial GPS is a complex technology but understanding it can be quite easy if you take it one step at a time. This tutorial is designed to give you a good basic understanding of the principles behind GPS without loading you down with too much technical detail. </p>,71,"How to use the tutorial:  GPS can be a difficult technology, but figuring it out can be simple if you follow this tutorial step by step.  This tutorial was created to give you a basic understanding of the fundamentals behind GPS, without bogging you down with the specific details."
Approved,200,<p>How to Use this Tutorial GPS is a complex technology but understanding it can be quite easy if you take it one step at a time. This tutorial is designed to give you a good basic understanding of the principles behind GPS without loading you down with too much technical detail. </p>,71,"The full extent of details on how to utilize this Tutorial GPS technology are challenging. However, if taken slowly it can be quite simple. If you take the tutorial, you will be given a general interpretation of the aspects behind the GPS without too much technological intricacies."
Approved,27,"<p>Pampered Chef, Ltd. is a multinational multi-level marketing company that offers a line of kitchen tools, food products, and cookbooks for preparing food in the home. </p>",72,Pampered Chef is a multi-level marketing company that sells things for the kitchen through their representatives.
Approved,447,"<p>Pampered Chef, Ltd. is a multinational multi-level marketing company that offers a line of kitchen tools, food products, and cookbooks for preparing food in the home. </p>",72,"A multinational marketing company that offers kitchen tools and food products is Pampered Chef, Ltd. They are a multi-level marketing company that also offers cookbooks for food in the home."
Approved,321,"<p>We exist to help you enjoy the moments most important to you and yours by inspiring satisfying, stress-free meals fit for the way you live. We use the power of cooking to bring people together as the cornerstone of realizing each person’s full potential–in the home and in life. </p>",73,"We exist to help you appreciate the times most important to you and your family, by creating fulfilling, simple meals, to fit into the lifestyle you live.  We use the power of the culinary arts to unite people as the cornerstone of self realization of each person's full potential - in the kitchen and in life."
Approved,160,"<p>We exist to help you enjoy the moments most important to you and yours by inspiring satisfying, stress-free meals fit for the way you live. We use the power of cooking to bring people together as the cornerstone of realizing each person’s full potential–in the home and in life. </p>",73,This company aims to bring people together and realize their full potential in all aspects of life through food. They aim to help people enjoy life by inspiring no hassle meals that cater to their life style.
Approved,610,"<p>Dogs in our Adoption Center. Our dog and cat rooms are closed daily for naptime from 1-2pm, giving our animals a much-needed break. Our lobby remains open where you can speak with staff, enjoy refreshments, read or watch videos! </p>",74,We have different rooms for cats and dogs. THey take a nap in the afternoon but you can still come in and talk to our staff and watch some movies or read. Then you can adopt one of them.
Approved,284,"<p>Dogs in our Adoption Center. Our dog and cat rooms are closed daily for naptime from 1-2pm, giving our animals a much-needed break. Our lobby remains open where you can speak with staff, enjoy refreshments, read or watch videos! </p>",74,"Canines in our Adoption Center. Our canine and feline rooms are not open during 1-2pm for naptime. This allows our animals to take a much-needed break from visitors. Our lobby will remain open so that you may be able to interact with our staff, sip on refreshments, read or even watch videos!"
Approved,104,"<p>BARC Animal Shelter and Adoptions. Adopt A Pet / Search Adoptable Pets. **Please note that all adoptions are completed on a first come, first served basis.** </p>",75,BARC Animal Shelter and adoptions is a place where you can search for adoptable pets and even adopt one yourself. Company policy is first come first serve.
Approved,110,"<p>BARC Animal Shelter and Adoptions. Adopt A Pet / Search Adoptable Pets. **Please note that all adoptions are completed on a first come, first served basis.** </p>",75,"BARC Animal Shelter and Adoptions.  Take home a Pet / Search for Pet's that can be adopted.  **Please note that adoptions are done on first come, first served basis**"
Approved,107,"<p>The Disneyland Hotel is a resort hotel located at the Disneyland Resort in Anaheim, California, owned by the Walt Disney Company and operated through its Parks and Resorts division. </p>",76,"Found in Anaheim, California and owned by the Walt Disney Company, the Disneyland Hotel, a resort hotel, is operated by Disney's Parks and Resort÷ division."
Approved,90,"<p>The Disneyland Hotel is a resort hotel located at the Disneyland Resort in Anaheim, California, owned by the Walt Disney Company and operated through its Parks and Resorts division. </p>",76,"Disneyland Resort, Anaheim, California is the location of the Disneyland Hotel. This is run by the Parks and Resorts division of the Walt Disney Company."
Approved,44,<p>Disney Disney Disney... you need to understand that Disney gets an A++ is trying to go above and beyond to make your stay magical. </p>,77,You should know that Disney goes above and beyond to make your stay magical.
Approved,209,<p>Disney Disney Disney... you need to understand that Disney gets an A++ is trying to go above and beyond to make your stay magical. </p>,77,"Disney Disney Disney
you will understand that Disney always gets an A+++ on going above and beyond on making your stay magical."
Approved,133,"<p>With more than 18,000 unique page views each month, the Michigan Nonprofit Job Center is a leading resource for nonprofit job and internship opportunities in Michigan. </p>",78,"The Michigan Nonprofit Job Center has more than 18,000 page views per monn, making it a top resource in looking for nonprofit job and internshp opportunities."
Approved,64,"<p>With more than 18,000 unique page views each month, the Michigan Nonprofit Job Center is a leading resource for nonprofit job and internship opportunities in Michigan. </p>",78,The Michigan Nonprofit Job Center is a key site for accessing jobs and internships in the nonprofit sector. It gets over 18 thousand unique page views a month.
Approved,215,<p>Looking for a job? You’re looking in the right place. The Michigan Works! System is one of the state's most valuable and accessible resources for those seeking employment. </p>,79,Are you looking for work? Then Michigan Works! System is the place! It is your easiest and best option around for finding a job.
Approved,84,<p>Looking for a job? You’re looking in the right place. The Michigan Works! System is one of the state's most valuable and accessible resources for those seeking employment. </p>,79,"Are you currently looking for a job? Look no further, you're in the right place. The Michigan Works! Systems is one of the state's most valuable and accessible resources for everyone who is seeking employment."
Approved,131,"<p>Orange County Convention Center is the second largest meeting and convention facility in the country. Located just 15 minutes from the Orlando International Airport, the Convention Center is surrounded by more than 32,000+ hotel rooms that are directly accessible by International Drive's own transportation system, the I-RIDE Trolley Service. </p>",80,"The second larges meeting and convention facility in the country is Orange County Convention Center. It is about 15 minutes away from Orlando International Airport and is surrounded by more than 32,000 hotel rooms. These are all accessible by the I-RIDE Trolley Service."
Approved,35,"<p>Orange County Convention Center is the second largest meeting and convention facility in the country. Located just 15 minutes from the Orlando International Airport, the Convention Center is surrounded by more than 32,000+ hotel rooms that are directly accessible by International Drive's own transportation system, the I-RIDE Trolley Service. </p>",80,The Orange County Convention Center is the second biggest facility like it in the country. It's near the airport and has tens of thousands of hotel rooms very close to it.
Approved,410,"<p>Starting in 2017, the NAVC will host our annual NAVC Conference at the Orange County Convention Center (OCCC) in Orlando, Florida. Mark your calendar for the first OCCC dates: February 4-8, 2017. </p>",81,"NAVC will be hosting the annual conference starting in 2017 at the Orange County Convention Center in Orlando, Florida. Be sure to mark your February 4-8, 2017 date."
Approved,185,"<p>Starting in 2017, the NAVC will host our annual NAVC Conference at the Orange County Convention Center (OCCC) in Orlando, Florida. Mark your calendar for the first OCCC dates: February 4-8, 2017. </p>",81,"Beginning in 2017, the NAVC will be hosting the annual NAVC Conference at the Orange County Convention Center (OCCC) in Orlando, FL.  Set your calendars for the first OCCC dates: Feb. 4th-8th, 2017."
Approved,52,"<p>The Music Man is a musical with book, music, and lyrics by Meredith Willson, based on a story by Willson and Franklin Lacey. The plot concerns con man Harold Hill, who poses as a boys' band organizer and leader and sells band instruments and uniforms to the naive Iowa townsfolk, promising to train the members of the new band. </p>",82,The Music Man is a musical. Meredith Wilson wrote the lyrics and music and the original story was by Wilson and Franklin Lacey. It's about a conman who pretends to be a band leader to sell equipment to an Iowa town.
Approved,570,"<p>The Music Man is a musical with book, music, and lyrics by Meredith Willson, based on a story by Willson and Franklin Lacey. The plot concerns con man Harold Hill, who poses as a boys' band organizer and leader and sells band instruments and uniforms to the naive Iowa townsfolk, promising to train the members of the new band. </p>",82,"Meredith Wilson wrote the musical Music Man.  Music Man is a book with accompanying music and lyrics that tells the story of Harold Hill, a con man who convinces the unsuspecting people of a small Iowa town that he is an organizer of boy bands. He pretends that he can not only sell them instruments and uniforms, but can also train the boys to become the next big recording sensation. Meredith Wilson is built around a tale by Wilson and Franklin Lacey."
Approved,775,<p>The Music Man is a 1962 American musical film starring Robert Preston as Harold Hill and Shirley Jones as Marian Paroo. The film is based on the 1957 Broadway musical of the same name by Meredith Willson. </p>,83,The Music Man was a musical that was made into a film. It was written by Meredith Wilson.
Approved,83,<p>The Music Man is a 1962 American musical film starring Robert Preston as Harold Hill and Shirley Jones as Marian Paroo. The film is based on the 1957 Broadway musical of the same name by Meredith Willson. </p>,83,"The Music Man, released in 1962, is a musical film based on the 1957 Broadway Musical.  The movie stars Shirley Jones as Marian Paroo, and Robert Preston as Harold Hill.  The original musical was created by Meredith Wilson."
Approved,127,"<p>The Secret Garden is a children's novel by Frances Hodgson Burnett first published as a book in 1911, after a version was published as an American magazine serial beginning in 1910. </p>",84,"One Kids book is called the, ""Secret Garden"". It was written by a person named Hodgson Burnett. This book was published in 1911, there was a version written as an American magazine in the start of 1910."
Approved,253,"<p>The Secret Garden is a children's novel by Frances Hodgson Burnett first published as a book in 1911, after a version was published as an American magazine serial beginning in 1910. </p>",84,"A children's book known as The Secret Garden, was written by Frances Hodgson Burnett. This story was published as a novel in the year 1911 but first in 1910, it was published in the American magazine."
Approved,94,"<p>The Secret Garden is a 1993 American-British drama fantasy film directed by Agnieszka Holland and starring Kate Maberly, Heydon Prowse, Andrew Knott, John Lynch and Maggie Smith. </p>",85,"Directed by Agnieszka Holland, the Secret Garden was an American-British drama fantasy released in 1993 and starring Kate Maberly, Heydon Prowse, Andrew Knott, John Lynch and Maggie Smith."
Approved,84,"<p>The Secret Garden is a 1993 American-British drama fantasy film directed by Agnieszka Holland and starring Kate Maberly, Heydon Prowse, Andrew Knott, John Lynch and Maggie Smith. </p>",85,"the secret garden was directed by agnieszka holland and released in 1993. it is a american british drama fantasy movie which features kate maberly, heydon prowse, andrew knott, and maggie smith."
Approved,232,"<p>Map of the United States of America. Map showing the states, capitals and major cities of the United States.</p><p>Map of the USA mainland with states borders and capital cities. </p>",86,"Image of the United States of America, depicting all states, capitals and large cities of the USA.  

United States map showing state capitals and borders."
Approved,190,"<p>Map of the United States of America. Map showing the states, capitals and major cities of the United States.</p><p>Map of the USA mainland with states borders and capital cities. </p>",86,"The map of the United States shows fifty states and their capitals as well as many major cities.

The map of the United States shows the forty-eight continental states along with their capital cities."
Approved,332,"<p>Here, we look at 22 maps that show us the similarities and differences between Americans. It's a big country and every state is unique. </p>",87,"Now, we will look at 22 maps that will show us the differences and similarities among Americans. 
North America is a large country and every state is distinctive."
Approved,390,"<p>Here, we look at 22 maps that show us the similarities and differences between Americans. It's a big country and every state is unique. </p>",87,"The USA, is on of the largest countries in the world, with each of it's states is exclusively characteristic. You can examine the following 22 maps to see what makes Americans similar or diverse"
Approved,245,"<p>Solar panels absorb the sunlight as a source of energy to generate electricity or heat. A photovoltaic (PV) module is a packaged, connect assembly of typically 6x10 photovoltaic solar cells. </p>",88,Electricity or heat is generated when solar panels absorb sunlight.6x10 photovoltaic (PV) cells are the general size of PV connected and packaged modules.
Approved,107,"<p>Solar panels absorb the sunlight as a source of energy to generate electricity or heat. A photovoltaic (PV) module is a packaged, connect assembly of typically 6x10 photovoltaic solar cells. </p>",88,Solar panels are made of solar cells which make up what is known as a photovoltaic (PV) module in a connected assembly. This absorbs sunlight and transfers the energy into electricity or heat.
Approved,47,"<p>Wholesale Solar offers all brands of solar panels at the best prices. Compare solar panels below by brand and price, or by wattage, amps, volts, power tolerances, and weight. </p>",89,Wholesale Solar sells lots of different kinds of panels. They have good prices and they have lots of different weights and amps and all sorts of specs.
Approved,92,"<p>Wholesale Solar offers all brands of solar panels at the best prices. Compare solar panels below by brand and price, or by wattage, amps, volts, power tolerances, and weight. </p>",89,"Wholesale Solar offers many brands of solar panel, and these can be compared by price, brand, wattage, amps, and many other characteristics."
Approved,209,"<p>The Alexians, Alexian Brothers or Cellites are a Catholic religious institute or congregation specifically devoted to caring for the sick which has its origin in Europe at the time of the Black Death.</p><p>In the early 20th century the Alexian Brothers had four hospitals in the United States. The first was built in Chicago in 1866; it was destroyed by the Great Fire, on 9 October 1871, and rebuilt the following year. </p>",90,"A Catholic religious institute known as the Alexian Brothers or Alexians are singularly devoted to tending to the ill. They came about during the era of the Bubonic plague in Europe, which led to the death of over a third of the continent's population. 

In the previous century, the Alexians built four hospitals in the US. One built in Chicago in 1866 was razed to the ground in 1871 in the Great Fire, and then rebuilt in 1872."
Approved,213,"<p>The Alexians, Alexian Brothers or Cellites are a Catholic religious institute or congregation specifically devoted to caring for the sick which has its origin in Europe at the time of the Black Death.</p><p>In the early 20th century the Alexian Brothers had four hospitals in the United States. The first was built in Chicago in 1866; it was destroyed by the Great Fire, on 9 October 1871, and rebuilt the following year. </p>",90,"A Catholic religious group whose mission is specifically to care for the sick is called the Cellites.  They are also called the Alexian Brothers, or Alexians, and first appeared during the Black Death in Europe.
The Cellites had four hospitals in the USA in the early 1900's. The first one was in Chicago, but was burned down in the great fire on 9 October 1871, only 5 years after its construction in 1866.  However, it was reconstructed in 1872."
Approved,58,"<p>After he was fatally shot, on the 22nd of July 1934, John Dillinger was rushed to the Alexian Brothers Hospital. Here, in a small room on Chicago's Northwest side, Dillinger was pronounced dead. </p>",91,"John Dillinger was officially pronounced dead on July 22nd, 1934. He had been fatally shot, and soon afterward was taken to the Alexian Brothers Hospital. He died in a small room on the Northwest side of Chicago."
Approved,66,"<p>After he was fatally shot, on the 22nd of July 1934, John Dillinger was rushed to the Alexian Brothers Hospital. Here, in a small room on Chicago's Northwest side, Dillinger was pronounced dead. </p>",91,"On July 22, 1934, John Dillinger was mortally wounded and subsequently rushed to Alexian Brothers Hospital. In a small room on the Northwest side of Chicago, he was pronounced dead."
Approved,97,"<p>An equity-indexed annuity is a hybrid between a fixed and variable annuity. It is a fixed annuity by legal statute, but it has offerings inside of it that allow the contract holder to invest in stock market indices such as the S&P 500, Dow Jones, and Nasdaq 100. </p>",92,"What is referred to as an equity-indexed annuity is a mix between a fixed and variable annuity. It is a fixed annuity by legal statute but also offers inside of it allowances for the contract holder to invest in stock market indices like the Dow Jones, Nasdaw 100, or S&P."
Approved,475,"<p>An equity-indexed annuity is a hybrid between a fixed and variable annuity. It is a fixed annuity by legal statute, but it has offerings inside of it that allow the contract holder to invest in stock market indices such as the S&P 500, Dow Jones, and Nasdaq 100. </p>",92,"A value recorded annuity is a mixture between a settled and variable annuity. It is a settled annuity by legitimate statute, however it has offerings within it that enable the agreement holder to put resources into securities exchange records, for example, the S&P 500, Dow Jones, and Nasdaq 100"
Approved,280,<p>An indexed annuity (the word equity previously tied to indexed annuities has been removed to help prevent the assumption of stock market vesting being present in these products) in the United States is a type of tax-deferred annuity whose credited interest is linked to an equity index — typically the S&P 500 or international index. </p>,93,"An indexed annuity (the term 'equity' which is commonly tied to indexed annuities has been omitted to help remove the assumption that stock market investing is present in these products) in the U.S. is a type of tax deferred annuity whose earned interest is tied to a certain index, usually the S&P 500 or an international equity index."
Approved,629,<p>An indexed annuity (the word equity previously tied to indexed annuities has been removed to help prevent the assumption of stock market vesting being present in these products) in the United States is a type of tax-deferred annuity whose credited interest is linked to an equity index — typically the S&P 500 or international index. </p>,93,An indexed annuity is tax-deferred and the interest is linked to an equity index. THat's usually the S&P 500.
Approved,108,"<p>Mount Wilson is one of the better-known peaks of the San Gabriel Mountains, located within the San Gabriel Mountains National Monument and Angeles National Forest in Los Angeles County, California.</p><p>The first television antenna on Mount Wilson was erected in 1947 for pioneer station KTLA channel 5. At about the same time, the first FM station broadcast from Mount Wilson, which was the old KFI-FM on 105.9 FM (signed off in 1950). </p>",94,"One of the best known peaks in Angeles National Forest is Mount Wilson, part of the San Gabriel Mountains range in Los Angeles County, California. 

Mount Wilson has hosted both television and FM station antennae since 1947. The first TV antenna was for KTLA channel 5 and the first radio antenna was for KFI-FM, 105.9 FM."
Approved,250,"<p>Mount Wilson is one of the better-known peaks of the San Gabriel Mountains, located within the San Gabriel Mountains National Monument and Angeles National Forest in Los Angeles County, California.</p><p>The first television antenna on Mount Wilson was erected in 1947 for pioneer station KTLA channel 5. At about the same time, the first FM station broadcast from Mount Wilson, which was the old KFI-FM on 105.9 FM (signed off in 1950). </p>",94,"One of the most popular known peaks in the San Gabriel Mountains is Mount Wilson.  It is located in Los Angeles County, California, inside of the Angeles National Forest and San Gabriel Mountains National Monument. 

Mount Wilson had its first television antenna erected in 1947.  The antenna was for KTLA channel 5, a pioneer station.  During this time, the old KFI-FM on channel 105.9 FM was the first FM station to broadcast from Mount Wilson.  The broadcast ended in 1950."
Approved,91,<p>Wilson Trucker Antennas offer the highest allowable gain for a vehicle cellular antenna. The Wilson Trucker has an omni-directional design for the professional drivers that demand top performance from their equipment. </p>,95,Wilson Trucker antennas have the highest allowable gain for a vehicle with a circular antenna.  The Wilson Trucker has a multi-directional design for the daily truck drivers that demand high end quality and performance from their gear.
Approved,122,<p>Wilson Trucker Antennas offer the highest allowable gain for a vehicle cellular antenna. The Wilson Trucker has an omni-directional design for the professional drivers that demand top performance from their equipment. </p>,95,Wilson Trucker Antennas offers the best gain for an automobile cellular antenna.  The Wilson Trucker has a multi directional design for the professional vehicle operators that expect the best performance from their equipment.
Approved,127,<p>Searching for the perfect flame design items? Shop at Etsy to find unique and handmade flame design related items directly from our sellers. </p>,96,Looking for the best flame design items? Find unique and handmade flame design related items directly from our sellers when you shop on Etsy.
Approved,153,<p>Searching for the perfect flame design items? Shop at Etsy to find unique and handmade flame design related items directly from our sellers. </p>,96,Are you interested in finding the perfect item for you with a flame design? Why not browse our collection of handmade and unique designs at Etsy and find the perfect item for you today.
Approved,166,"<p>FlamingText is free online logo generator that anyone can use to create a great logo in minutes! Just select one of our logo designs, and get started now! </p>",97,You can use FlamingText to create free online logos in momemts. Just pick one of our designs and get started right now!
Approved,117,"<p>FlamingText is free online logo generator that anyone can use to create a great logo in minutes! Just select one of our logo designs, and get started now! </p>",97,"For an online logo generator that is free to anyone, try FlamingText! It takes almost no time to create a logo. All you have to do is pick a design and get started!"
Approved,167,"<p>Estrus, or heat, is the stage in a female dog's reproductive cycle during which she becomes receptive to mating with males. At this time, estrogen levels first increase and then sharply decrease, and mature eggs are released from the ovaries. Ideally, your dog should be spayed before she enters her first heat cycle. </p>",98,"Female dogs become available for reproduction during a period called estrus, also commonly referred to as heat. A fluctuation in estrogen occurs, increasing and rapidly decreasing, producing mature eggs from the female's ovaries. If you wish to avoid the possibility of your dog becoming pregnant she should be spayed before she enters her first estrus cycle."
Approved,266,"<p>Estrus, or heat, is the stage in a female dog's reproductive cycle during which she becomes receptive to mating with males. At this time, estrogen levels first increase and then sharply decrease, and mature eggs are released from the ovaries. Ideally, your dog should be spayed before she enters her first heat cycle. </p>",98,"One of the most important stages in a female dog's reproductive cycle is known as estrus. Also known as ""heat,"" this is the stage at which a female dog's levels of estrogen initially increase and then diminish significantly. At this time, the ovaries release mature eggs, and the female dog becomes the most receptive to mating with other male dogs. It is ideal that a dog be spayed prior to undergoing the first heat cycle."
Approved,142,"<p>If you own an unspayed female, knowing the symptoms of a dog in heat can be very important to managing her reproductive cycle. Learning the stages of the cycle will allow you to recognize symptoms like personality changes, appetite changes, and more as symptoms of a dog in heat rather than something that requires a visit to the vet. </p>",99,"An expensive trip to the vet just to be told your dog is having her cycle can be avoided if you know how to recognize the warning signs. Most females in heat have changes that occur before the spotting everywhere and such changes can range from mood shifts to differences in the amount of food they consume. If you want to remain in control of when your female reproduces, you need to know such symptoms and when they occur."
Approved,275,"<p>If you own an unspayed female, knowing the symptoms of a dog in heat can be very important to managing her reproductive cycle. Learning the stages of the cycle will allow you to recognize symptoms like personality changes, appetite changes, and more as symptoms of a dog in heat rather than something that requires a visit to the vet. </p>",99,"If you own an unspayed female dog, being aware of the symptoms of a dog in heat can be helpful to manage her reproductive cycle. Getting to know the stages of that cycle will help you to recognize symptoms like personality changes, appetite changes and other symptoms of a dog in heat rather than something that makes you take your dog to the vet."
Approved,649,"<p>A horse hoof is a structure surrounding the distal phalanx of the 3rd digit (digit III of the basic pentadactyl limb of vertebrates, evolved into a single weight-bearing digit in equids) of each of the four limbs of Equus species, which is covered by complex soft tissue and keratinised (cornified) structures. </p>",100,The horse's hoof surrounds the distal phalanx on th e 3rd digit on the leg. It's on all four legs and it has soft tissue and cornified structures.
Approved,661,"<p>A horse hoof is a structure surrounding the distal phalanx of the 3rd digit (digit III of the basic pentadactyl limb of vertebrates, evolved into a single weight-bearing digit in equids) of each of the four limbs of Equus species, which is covered by complex soft tissue and keratinised (cornified) structures. </p>",100,"A horse hoof is a single weight-bearing digit common to the Equus species.  It's anatomy surrounding the distal phalanx of the 3rd digit of each of the four limbs of the species is covered by multi factorial soft tissue and changed by keratin, in other words, cornified."
Approved,118,"<p>“No hoof, no horse.” It’s such a simple statement, but it holds so much truth. Your horse’s hooves provide the foundation for everything you two do together, so it’s important to know the horse hoof care that will keep them healthy and sound. </p>",101,"Simples statements like, ""No hoof, no horse"" holds much truth. The hooves act as the foundation for the horse and you. If they are not properly cared for, the horse would not be able to function."
Approved,61,"<p>“No hoof, no horse.” It’s such a simple statement, but it holds so much truth. Your horse’s hooves provide the foundation for everything you two do together, so it’s important to know the horse hoof care that will keep them healthy and sound. </p>",101,"Without hooves, there would be no horse. Truer words have never been spoken. A horse's hooves must be cared for properly in a way that will keep them healthy and happy."
Approved,225,"<p>Alien vs. Predator (also known as Aliens vs. Predator, abbreviated AvP or AVP) is a science fiction horror franchise spanning several media. The series is a crossover between the Alien and Predator franchises.  </p>",102,"When Alien movies meets Predator movies, the result is a science fiction horror movie named Alien vs. Predator (aka Aliens vs. Predator or AvP for short), now a crossmedia franchise with huge success."
Approved,895,"<p>Alien vs. Predator (also known as Aliens vs. Predator, abbreviated AvP or AVP) is a science fiction horror franchise spanning several media. The series is a crossover between the Alien and Predator franchises.  </p>",102,"Blockbuster movies, Alien and Predator, have spawned several spin-offs, but none as successful as the crossover hit, Alien vs. Predator, also known to die-hard fans as AvP or AVP. This science fiction horror favorite has a multi-media following."
Approved,550,"<p>Alien vs. Predator (also abbreviated as AVP) is a 2004 science fiction action horror film written and directed by Paul W. S. Anderson and starring Sanaa Lathan, Lance Henriksen and Raoul Bova. </p>",103,"The 2004 science fiction movie Alien vs. Predator, or AVP for short, was written and directed by Paul W.S. Anderson. The stars of this film are Raoul Bova, Sanaa Lathan and Lance Henriksen."
Approved,456,"<p>Alien vs. Predator (also abbreviated as AVP) is a 2004 science fiction action horror film written and directed by Paul W. S. Anderson and starring Sanaa Lathan, Lance Henriksen and Raoul Bova. </p>",103,"Sanaa Lathan, Lance Henriksen, and Raoul Bova all starred in the 2004 science fiction horror classic Alien vs. Predator. Alien vs. Predator (AVP) was both written and directed by Paul W. S. Anderson and was the first film in the AVP franchise."
Approved,253,<p>Discovery Communications has said it will close all its mall-based and stand-alone Discovery Channel Stores and focus on its e-commerce platform and building partnerships with large retailers for its consumer products. </p>,104,All mall-based and stand-alone Discovery Channel Stores will be closing according to Discovery Communications. They will start focusing on building business with large retailers and will work on their e-commerce platform for it's consumer products.
Approved,149,<p>Discovery Communications has said it will close all its mall-based and stand-alone Discovery Channel Stores and focus on its e-commerce platform and building partnerships with large retailers for its consumer products. </p>,104,Discovery Communications has said it will be closing down it's mall-based and stand-alone Discovery Channel Stores to focus on its e-commerce platform and build partnerships with large retailers for its consumer products.
Approved,479,"<p>The Discovery Channel Store, Inc. provides various types of gadgets, home accessories, educational toys and games, and jewelry. It also offers CDs that contain videos taken from the Discovery Channel. </p>",105,"The Discovery Channel Store has lots of fun toys, games, jewelry, CDs, and other gifts."
Approved,101,"<p>The Discovery Channel Store, Inc. provides various types of gadgets, home accessories, educational toys and games, and jewelry. It also offers CDs that contain videos taken from the Discovery Channel. </p>",105,"The Discovery Channel Store, Inc offers many kinds of instructional toys and games, jewelry, home accessories, and gadgets. It even contains CDs that include video supplied by the Discovery Channel."
Approved,803,"<p>Since the amendment's adoption, five presidents have served two full terms: Dwight D. Eisenhower, Ronald Reagan, Bill Clinton, George W. Bush and Barack Obama. Jimmy Carter and George H. W. Bush sought a second term, but were defeated. Richard Nixon was elected to a second term, but resigned before completing it. </p>",106,"Since the amendment was adopted, five Presidents of the United States have served two full terms: Dwight D. Eisenhower, Ronald Reagan, Bill Clinton, George W. Bush and Barack Obama.  Jimmy carter and George H. W. Bush desired a second term, but were ultimately defeated.  Richard Nixon was elected into his second term, but ended up resigning before he could finish it."
Approved,231,"<p>Since the amendment's adoption, five presidents have served two full terms: Dwight D. Eisenhower, Ronald Reagan, Bill Clinton, George W. Bush and Barack Obama. Jimmy Carter and George H. W. Bush sought a second term, but were defeated. Richard Nixon was elected to a second term, but resigned before completing it. </p>",106,"An amendment to the constitution limited a president to two terms. Eisenhower, Reagan, Clinton, Bush Junior and Obama each have served two terms since. Carter and Bush Senior lost their bids for a second term while Nixon did not complete his second term."
Approved,114,"<p>The first, George Washington, won a unanimous vote of the Electoral College. Grover Cleveland served two non-consecutive terms in office, and is counted as the nation's 22nd and 24th president. Thus the incumbent, Donald Trump, is the nation's 45th president. There are currently five living former presidents. </p>",107,"The Electoral College voted unanimously for the first president, George Washington.  Grover Cleveland, the country's 22nd and 24th president, served his two terms non-consecutively.  The current and 45th president is Donald Trump.  At this time, five former presidents are still alive."
Approved,127,"<p>The first, George Washington, won a unanimous vote of the Electoral College. Grover Cleveland served two non-consecutive terms in office, and is counted as the nation's 22nd and 24th president. Thus the incumbent, Donald Trump, is the nation's 45th president. There are currently five living former presidents. </p>",107,"George Washington was our first president and was able to win a unanimous vote of the Electoral College. Grover Cleveland is the only president to serve two non-consecutive terms and is regarded as the nation's 22nd and 24th president. Thus our current president in the 45th president. Currently, there are five living former presidents."
Approved,597,"<p>Iron is a chemical element with symbol Fe (from Latin: ferrum) and atomic number 26. It is a metal in the first transition series. It is by mass the most common element on Earth, forming much of Earth's outer and inner core. </p>",108,Iron has the symbol Fe. It's a chemical element with the atomic number of 26. It is classified as a metal. It's the most common element on Earth and is most of the outer and inner core.
Approved,360,"<p>Iron is a chemical element with symbol Fe (from Latin: ferrum) and atomic number 26. It is a metal in the first transition series. It is by mass the most common element on Earth, forming much of Earth's outer and inner core. </p>",108,"Iron is a chemical element, symbolized by ""Fe"" from the Latin word ""ferrum"".  It's atomic number is 26.  It is one of the metal's in the first transition series.  By mass, it is the most abundant element on Earth, which is why it forms much of Earth's outer and inner core."
Approved,75,"<p>Iron is a mineral that our bodies need for many functions. For example, iron is part of hemoglobin, a protein which carries oxygen from our lungs throughout our bodies. </p>",109,Our bodies need the mineral iron for a variety of functions. It is part of the protein hemoglobin. This protein carries oxygen to other parts of our body from the lungs.
Approved,126,"<p>Iron is a mineral that our bodies need for many functions. For example, iron is part of hemoglobin, a protein which carries oxygen from our lungs throughout our bodies. </p>",109,"Our bodies require iron, a mineral, for many functions. One example is Hemoglobin, which is a protein that carries oxygen from our lungs through our bodies, and contains Iron."
