AssignmentStatus,WorkTimeInSeconds,Input.case,Input.query,Input.title,Input.link,Input.snippet_A,Input.snippet_B,Answer.better,Answer.case,Answer.query
Approved,30,25,Air travel information,Air travel - Wikipedia,https://en.wikipedia.org/wiki/Air_travel,"<p>Air travel is defined as transportation by airborne vehicles such as blimps, helicopters, airplanes, hot air balloons and jets.  Because it includes anything that can keep flight for an extended period, air travel can also be by gliders, parachuting or hang gliding.</p>","<p>Air travel is a form of travel in vehicles such as helicopters, hot air balloons, blimps, gliders, hang gliding, parachuting, airplanes, jets, or anything else that can sustain flight. </p>",2,25|25,Air travel information
Approved,91,25,Air travel information,Air travel - Wikipedia,https://en.wikipedia.org/wiki/Air_travel,"<p>Air travel is defined as transportation by airborne vehicles such as blimps, helicopters, airplanes, hot air balloons and jets.  Because it includes anything that can keep flight for an extended period, air travel can also be by gliders, parachuting or hang gliding.</p>","<p>Air travel is a form of travel in vehicles such as helicopters, hot air balloons, blimps, gliders, hang gliding, parachuting, airplanes, jets, or anything else that can sustain flight. </p>",b,25|25,Air travel information
Approved,20,25,Air travel information,Air travel - Wikipedia,https://en.wikipedia.org/wiki/Air_travel,"<p>Air travel is defined as transportation by airborne vehicles such as blimps, helicopters, airplanes, hot air balloons and jets.  Because it includes anything that can keep flight for an extended period, air travel can also be by gliders, parachuting or hang gliding.</p>","<p>Air travel is a form of travel in vehicles such as helicopters, hot air balloons, blimps, gliders, hang gliding, parachuting, airplanes, jets, or anything else that can sustain flight. </p>",1,25|25,Air travel information
Approved,15,25,Air travel information,Air travel - Wikipedia,https://en.wikipedia.org/wiki/Air_travel,"<p>Air travel is defined as transportation by airborne vehicles such as blimps, helicopters, airplanes, hot air balloons and jets.  Because it includes anything that can keep flight for an extended period, air travel can also be by gliders, parachuting or hang gliding.</p>","<p>Air travel is a form of travel in vehicles such as helicopters, hot air balloons, blimps, gliders, hang gliding, parachuting, airplanes, jets, or anything else that can sustain flight. </p>",1,25|25,Air travel information
Approved,25,25,Air travel information,Air travel - Wikipedia,https://en.wikipedia.org/wiki/Air_travel,"<p>Air travel is defined as transportation by airborne vehicles such as blimps, helicopters, airplanes, hot air balloons and jets.  Because it includes anything that can keep flight for an extended period, air travel can also be by gliders, parachuting or hang gliding.</p>","<p>Air travel is a form of travel in vehicles such as helicopters, hot air balloons, blimps, gliders, hang gliding, parachuting, airplanes, jets, or anything else that can sustain flight. </p>",1,25|25,Air travel information
Approved,65,44,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>Disc jockeys are people who mix different existing music together as the music is playing; DJs often work in dance clubs, radio, and/or nightclubs.</p><p>DJs will use certain equipment that allows them to play 2 separate sources of music at the same time, so that they can be mixed together. The DJ will transition between the songs to develop his own mix.</p>","<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>",1,44|44,DJs
Approved,43,44,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>Disc jockeys are people who mix different existing music together as the music is playing; DJs often work in dance clubs, radio, and/or nightclubs.</p><p>DJs will use certain equipment that allows them to play 2 separate sources of music at the same time, so that they can be mixed together. The DJ will transition between the songs to develop his own mix.</p>","<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>",g,44|44,DJs
Approved,36,44,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>Disc jockeys are people who mix different existing music together as the music is playing; DJs often work in dance clubs, radio, and/or nightclubs.</p><p>DJs will use certain equipment that allows them to play 2 separate sources of music at the same time, so that they can be mixed together. The DJ will transition between the songs to develop his own mix.</p>","<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>",1,44|44,DJs
Approved,10,44,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>Disc jockeys are people who mix different existing music together as the music is playing; DJs often work in dance clubs, radio, and/or nightclubs.</p><p>DJs will use certain equipment that allows them to play 2 separate sources of music at the same time, so that they can be mixed together. The DJ will transition between the songs to develop his own mix.</p>","<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>",g,44|44,DJs
Approved,123,44,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>Disc jockeys are people who mix different existing music together as the music is playing; DJs often work in dance clubs, radio, and/or nightclubs.</p><p>DJs will use certain equipment that allows them to play 2 separate sources of music at the same time, so that they can be mixed together. The DJ will transition between the songs to develop his own mix.</p>","<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>",2,44|44,DJs
Approved,20,45,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>","<p>DJs or disc jockeys, are tasked with mixing different songs in real time for nightclubs, dance halls, or radios. </p><p></p><p>DJs have special tools that allow them to seamlessly mix two songs or play them over each other. It allows DJs to create new musical works from two previously seperate songs.</p>",g,45|45,DJs
Approved,81,45,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>","<p>DJs or disc jockeys, are tasked with mixing different songs in real time for nightclubs, dance halls, or radios. </p><p></p><p>DJs have special tools that allow them to seamlessly mix two songs or play them over each other. It allows DJs to create new musical works from two previously seperate songs.</p>",2,45|45,DJs
Approved,49,45,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>","<p>DJs or disc jockeys, are tasked with mixing different songs in real time for nightclubs, dance halls, or radios. </p><p></p><p>DJs have special tools that allow them to seamlessly mix two songs or play them over each other. It allows DJs to create new musical works from two previously seperate songs.</p>",g,45|45,DJs
Approved,40,45,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>","<p>DJs or disc jockeys, are tasked with mixing different songs in real time for nightclubs, dance halls, or radios. </p><p></p><p>DJs have special tools that allow them to seamlessly mix two songs or play them over each other. It allows DJs to create new musical works from two previously seperate songs.</p>",1,45|45,DJs
Approved,28,45,DJs,Disc jockey - Wikipedia,https://en.wikipedia.org/wiki/Disc_jockey,"<p>A disc jockey is a person who mixes different sources of pre-existing recorded music as it is playing, usually for a live audience in a nightclub or dance club or via broadcasting.</p><p>DJs use equipment that can play at least two sources of recorded music simultaneously and mix them together. This allows the DJ to create seamless transitions between recordings and develop unique mixes of songs. </p>","<p>DJs or disc jockeys, are tasked with mixing different songs in real time for nightclubs, dance halls, or radios. </p><p></p><p>DJs have special tools that allow them to seamlessly mix two songs or play them over each other. It allows DJs to create new musical works from two previously seperate songs.</p>",1,45|45,DJs
Approved,18,48,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps, created by Google, offers satellite imagery, street maps, 360 panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",1,48|48,Maps
Approved,10,48,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps, created by Google, offers satellite imagery, street maps, 360 panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",1,48|48,Maps
Approved,79,48,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps, created by Google, offers satellite imagery, street maps, 360 panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",2,48|48,Maps
Approved,33,48,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps, created by Google, offers satellite imagery, street maps, 360 panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",1,48|48,Maps
Approved,73,48,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps, created by Google, offers satellite imagery, street maps, 360 panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",g,48|48,Maps
Approved,54,49,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps is a satellite imagery based web mapping service developed by Google. Google Maps offers both aerial and on foot 360° panoramic street views, real-time traffic conditions and time oriented route planning for your choice of travel. Whether it be by foot, car, bicycle (currently in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",2,49|49,Maps
Approved,118,49,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps is a satellite imagery based web mapping service developed by Google. Google Maps offers both aerial and on foot 360° panoramic street views, real-time traffic conditions and time oriented route planning for your choice of travel. Whether it be by foot, car, bicycle (currently in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",g,49|49,Maps
Approved,51,49,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps is a satellite imagery based web mapping service developed by Google. Google Maps offers both aerial and on foot 360° panoramic street views, real-time traffic conditions and time oriented route planning for your choice of travel. Whether it be by foot, car, bicycle (currently in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",2,49|49,Maps
Approved,131,49,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps is a satellite imagery based web mapping service developed by Google. Google Maps offers both aerial and on foot 360° panoramic street views, real-time traffic conditions and time oriented route planning for your choice of travel. Whether it be by foot, car, bicycle (currently in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",1,49|49,Maps
Approved,59,49,Maps,Google Maps - Wikipedia,https://en.wikipedia.org/wiki/Google_Maps,"<p>Google Maps is a satellite imagery based web mapping service developed by Google. Google Maps offers both aerial and on foot 360° panoramic street views, real-time traffic conditions and time oriented route planning for your choice of travel. Whether it be by foot, car, bicycle (currently in beta), or public transportation.</p>","<p>Google Maps is a web mapping service developed by Google. It offers satellite imagery, street maps, 360° panoramic views of streets (Street View), real-time traffic conditions (Google Traffic), and route planning for traveling by foot, car, bicycle (in beta), or public transportation. </p>",2,49|49,Maps
Approved,38,50,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map depicts relationships between different elements symbolically, such as themes, objects or regions. Most maps are fixed, static on paper or some other permanent medium, while others can be interactive or dynamic.</p>","<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>",1,50|50,Maps
Approved,30,50,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map depicts relationships between different elements symbolically, such as themes, objects or regions. Most maps are fixed, static on paper or some other permanent medium, while others can be interactive or dynamic.</p>","<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>",g,50|50,Maps
Approved,58,50,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map depicts relationships between different elements symbolically, such as themes, objects or regions. Most maps are fixed, static on paper or some other permanent medium, while others can be interactive or dynamic.</p>","<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>",1,50|50,Maps
Approved,28,50,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map depicts relationships between different elements symbolically, such as themes, objects or regions. Most maps are fixed, static on paper or some other permanent medium, while others can be interactive or dynamic.</p>","<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>",g,50|50,Maps
Approved,69,50,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map depicts relationships between different elements symbolically, such as themes, objects or regions. Most maps are fixed, static on paper or some other permanent medium, while others can be interactive or dynamic.</p>","<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>",2,50|50,Maps
Approved,27,51,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>","<p>A map shows relationships between things such as objects, regions, or themes. A lot of maps are made on paper, but there are also some maps that you can interact with.</p>",1,51|51,Maps
Approved,68,51,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>","<p>A map shows relationships between things such as objects, regions, or themes. A lot of maps are made on paper, but there are also some maps that you can interact with.</p>",1,51|51,Maps
Approved,36,51,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>","<p>A map shows relationships between things such as objects, regions, or themes. A lot of maps are made on paper, but there are also some maps that you can interact with.</p>",1,51|51,Maps
Approved,47,51,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>","<p>A map shows relationships between things such as objects, regions, or themes. A lot of maps are made on paper, but there are also some maps that you can interact with.</p>",1,51|51,Maps
Approved,46,51,Maps,Map - Wikipedia,https://en.wikipedia.org/wiki/Map,"<p>A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes. Many maps are static, fixed to paper or some other durable medium, while others are dynamic or interactive. </p>","<p>A map shows relationships between things such as objects, regions, or themes. A lot of maps are made on paper, but there are also some maps that you can interact with.</p>",1,51|51,Maps
Approved,13,52,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs are reptiles composed of a great diversity. They are of the clade Dinaosauria, beginning at the Triassic period. Most of the scientists places their origin in the period between 231 and 243 million years ago, but this is subject of some controversies.</p>",1,52|52,Dinosaurs
Approved,58,52,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs are reptiles composed of a great diversity. They are of the clade Dinaosauria, beginning at the Triassic period. Most of the scientists places their origin in the period between 231 and 243 million years ago, but this is subject of some controversies.</p>",2,52|52,Dinosaurs
Approved,36,52,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs are reptiles composed of a great diversity. They are of the clade Dinaosauria, beginning at the Triassic period. Most of the scientists places their origin in the period between 231 and 243 million years ago, but this is subject of some controversies.</p>",g,52|52,Dinosaurs
Approved,28,52,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs are reptiles composed of a great diversity. They are of the clade Dinaosauria, beginning at the Triassic period. Most of the scientists places their origin in the period between 231 and 243 million years ago, but this is subject of some controversies.</p>",1,52|52,Dinosaurs
Approved,159,52,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs are reptiles composed of a great diversity. They are of the clade Dinaosauria, beginning at the Triassic period. Most of the scientists places their origin in the period between 231 and 243 million years ago, but this is subject of some controversies.</p>",1,52|52,Dinosaurs
Approved,32,53,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs were reptiles that appeared during the Triassic period. No one knows for sure when and where they appeared, but they think it was about 230 million years ago.</p>",2,53|53,Dinosaurs
Approved,32,53,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs were reptiles that appeared during the Triassic period. No one knows for sure when and where they appeared, but they think it was about 230 million years ago.</p>",b,53|53,Dinosaurs
Approved,53,53,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs were reptiles that appeared during the Triassic period. No one knows for sure when and where they appeared, but they think it was about 230 million years ago.</p>",1,53|53,Dinosaurs
Approved,26,53,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs were reptiles that appeared during the Triassic period. No one knows for sure when and where they appeared, but they think it was about 230 million years ago.</p>",1,53|53,Dinosaurs
Approved,19,53,Dinosaurs,Dinosaur - Wikipedia,https://en.wikipedia.org/wiki/Dinosaur,"<p>Dinosaurs are a diverse group of reptiles of the clade Dinosauria that first appeared during the Triassic period. Although the exact origin and timing of the evolution of dinosaurs is the subject of active research, the current scientific consensus places their origin between 231 and 243 million years ago. </p>","<p>Dinosaurs were reptiles that appeared during the Triassic period. No one knows for sure when and where they appeared, but they think it was about 230 million years ago.</p>",1,53|53,Dinosaurs
Approved,15,54,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>","<p>Between April 26, 1991 and July 20 1994, ABC first aired a comical American family sitcom series. This series was called Dinosaurs and was about a family of human-like dinosaurs. It was cast using puppets rather than todays CGI graphics. The series was produced by Michael Jacobs Productions and Jim Henson Productions. It was also surprisingly associated with Walt Disney Television and distributed by Buena Vista International Inc.</p>",1,54|54,Dinosaurs
Approved,34,54,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>","<p>Between April 26, 1991 and July 20 1994, ABC first aired a comical American family sitcom series. This series was called Dinosaurs and was about a family of human-like dinosaurs. It was cast using puppets rather than todays CGI graphics. The series was produced by Michael Jacobs Productions and Jim Henson Productions. It was also surprisingly associated with Walt Disney Television and distributed by Buena Vista International Inc.</p>",b,54|54,Dinosaurs
Approved,104,54,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>","<p>Between April 26, 1991 and July 20 1994, ABC first aired a comical American family sitcom series. This series was called Dinosaurs and was about a family of human-like dinosaurs. It was cast using puppets rather than todays CGI graphics. The series was produced by Michael Jacobs Productions and Jim Henson Productions. It was also surprisingly associated with Walt Disney Television and distributed by Buena Vista International Inc.</p>",2,54|54,Dinosaurs
Approved,31,54,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>","<p>Between April 26, 1991 and July 20 1994, ABC first aired a comical American family sitcom series. This series was called Dinosaurs and was about a family of human-like dinosaurs. It was cast using puppets rather than todays CGI graphics. The series was produced by Michael Jacobs Productions and Jim Henson Productions. It was also surprisingly associated with Walt Disney Television and distributed by Buena Vista International Inc.</p>",2,54|54,Dinosaurs
Approved,142,54,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>","<p>Between April 26, 1991 and July 20 1994, ABC first aired a comical American family sitcom series. This series was called Dinosaurs and was about a family of human-like dinosaurs. It was cast using puppets rather than todays CGI graphics. The series was produced by Michael Jacobs Productions and Jim Henson Productions. It was also surprisingly associated with Walt Disney Television and distributed by Buena Vista International Inc.</p>",g,54|54,Dinosaurs
Approved,34,55,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Michael Jacobs Productions along with Jim Henson Productions created a sitcom called Dinosaurs. This family friendly show ran from April 26, 1991 to July 20, 1994 and portrayed a family of dinosaurs living in modern times. The acting was done using puppets in association with Walt Disney and distributed through Buena Vista International, Inc.</p>","<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>",2,55|55,Dinosaurs
Approved,80,55,Dinosaurs,Dinosaurs (TV series) - Wikipedia,https://en.wikipedia.org/wiki/Dinosaurs_(TV_series),"<p>Michael Jacobs Productions along with Jim Henson Productions created a sitcom called Dinosaurs. This family friendly show ran from April 26, 1991 to July 20, 1994 and portrayed a family of dinosaurs living in modern times. The acting was done using puppets in association with Walt Disney and distributed through Buena Vista International, Inc.</p>","<p>Dinosaurs is an American family sitcom comedy television series that was originally broadcast on ABC from April 26, 1991 to July 20, 1994. The show, about a family of anthropomorphic dinosaurs (portrayed by puppets), was produced by Michael Jacobs Productions and Jim Henson Productions in association with Walt Disney Television and distributed by Buena Vista International, Inc.. </p>",2,55|55,Dinosaurs
